full-dataset-jeroen_chunk640_split12| Toen kreeg ik in de klerenkast. Die hing vol met zijn kleren op hangertjes. Er was ook een plankje bovenaan waarop ik kon kijken als ik op het bed ging staan.
full-dataset-jeroen_chunk640_split13| Maar op het plankje lagen alleen nog meer pornobladen en een kapotte broodrooster. En 12 hangertjes van ijzerdraad en een oude veun die nog van moeder was geweest.
full-dataset-jeroen_chunk640_split14| die vol zat met gereedschap om doe-het-zelf te doen, zoals een boor en een verfkwast en wat schroeven en een hamer. Maar die kon ik zien zonder de kist open te maken omdat hij van doorzichte grijs plastic was.
full-dataset-jeroen_chunk640_split15| Het was een oude kartonnen doos die een hemdendoos heette omdat de mensen er vroeger overhemden in kochten. En toen ik de hemdendoos opende, zag ik dat mijn boek erin lag.
full-dataset-jeroen_chunk640_split16| Ik was blij omdat vader mijn boek niet had weggegooid. Maar als ik het boek pakte, zou hij weten dat ik aan spullen in zijn kamer had gezeten, en zou hij heel kwaad worden.
full-dataset-jeroen_chunk640_split17| Toen hoorde ik zijn bestelwagen voor het huis stoppen. En ik wist dat ik snel moest denken en slim moest zijn. Dus ik besloot dat ik het boek zou laten liggen.
full-dataset-jeroen_chunk640_split19| Toen hoorde ik vader de deur van de bestelwagen dicht slaan. En op dat moment zag ik de envelop. Het was een envelop met mijn naam erop en hij lag onder mijn boek in de hemdendoos. Met nog een paar enveloppen.
full-dataset-jeroen_chunk640_split20| Hij zat nog dicht. Er stond op... Christopher Boone, Randolph Street 36, Swindon, Wiltshire. E mobileациheyl片 exponentially politics
full-dataset-jeroen_chunk641| En toen zag ik hoe de woorden Christopher en Swindon waren geschreven. Ze waren geschreven met rondjes in plaats van puntjes op de letter i.
full-dataset-jeroen_chunk642| Ik ken maar drie mensen die rondjes in plaats van puntjes op de letter i zetten. En eentje is Siobhan. En eentje was meneer Loxley, die vroeger les gaf op school. En eentje was moeder.
full-dataset-jeroen_chunk643_split0| En toen hoorde ik vader de voordeur open doen, dus pakte ik één enveloppe onder het boek uit, en deed ik het deksel weer op de hemdedoos, en zette ik de gereedschapskist er weer bovenop, en deed ik de kastdeur weer heel voorzichtig dicht.
full-dataset-jeroen_chunk643_split1| En ik zei niets omdat hij anders zou kunnen horen waar Van Danek riep. Ik kwam overeind en liep om het bed heen naar de deur met de enveloppe in mijn hand en probeerde zo weinig mogelijk geluid te maken.
full-dataset-jeroen_chunk643_split2| Toen liep hij weg bij de trap in de richting van de keuken en ik deed de deur van zijn kamer heel zachtjes dicht en ging mijn eigen kamer in. Ik wilde naar de enveloppe kijken maar ik wilde vader niet kwaad maken.
full-dataset-jeroen_chunk643_split3| Toen liep ik de trap af en zei vader gedag. En hij zei zo, en wat heb jij vandaar uitgesproken, jongenman? En ik zei, vandaag hebben we dagelijks leven gedaan met mevrouw Gray.
full-dataset-jeroen_chunk643_split4| En tussen de middag heb ik soep gegeten en drie appels. En smiddags heb ik wiskunde geoefend en gingen we in het park wandelen met mevrouw Peters en hebben we bladeren verzameld om collages te maken.
full-dataset-jeroen_chunk643_split5| Wat wil je bikken? Bikken is eten. Ik zei dat ik witte bonen in tomaten zoals mijn broccoli wilde. En vader zei...
full-dataset-jeroen_chunk644_split0| Toen ging ik op de bank zitten en las verder in het boek dat ik aan het lezen was. Dat heet Gaos, van James Clayck.
full-dataset-jeroen_chunk644_split1| Toen zei vader, ik ga die planken in de kamer ophangen als jij dat goed vindt. Zou wel een beetje herrie maken vrees ik, dus als je televisie wilt kijken moeten we die naar boven brengen. En ik zei...
full-dataset-jeroen_chunk644_split2| En hij zei goed zo. En ik zei, bedankt voor het koken, want dan ben je beleefd. En hij zei, geen probleem, kerel. En ik ging de trap op naar mijn kamer.
full-dataset-jeroen_chunk644_split3| Ik hield de brief tegen het licht om te zien of ik kon bespeuren wat er in de enveloppe zat.
full-dataset-jeroen_chunk645_split0| Ik vroeg me af of ik de envelop zou openmaken omdat ik hem uit vaders kamer had gepakt. Maar toen redigneerde ik dat mijn naam erop stond, dus was hij van mij, dus mocht ik hem openmaken.
full-dataset-jeroen_chunk645_split1| Er zat een brief in. En dit is wat er in die brief stond.
full-dataset-jeroen_chunk646_split0| Lieve Christopher, sorry dat ik zolang niet geschreven heb sinds mijn vorige brief aan jou. Ik heb het erg druk gehad. Ik heb een nieuwe baan als secretariste bij een fabriek waar ze dingen van staal maken. Echt wat voor jou.
full-dataset-jeroen_chunk646_split1| Deze week maken ze het dak van een restaurant in een winkelcentrum in Birmingham. Het is in de vorm van een enorme bloem. En ze gaan er een doek overheen spannen zodat het een ruizachtige tent lijkt.
full-dataset-jeroen_chunk646_split2| Hij is niet zo mooi als de vorige en ik vind Williston maar niks. Maar het is makkelijker voor Roger om naar zijn werk te gaan en hij heeft hem gekocht. Die andere huurde hij alleen maar.
full-dataset-jeroen_chunk646_split3| En daarom heeft het zo lang geduurd sinds mijn vorige brief, omdat we al onze spullen eerst moesten inpakken en toen weer uitpakken, en ik moest aan die nieuwe baan wennen.
full-dataset-jeroen_chunk646_split4| Dus dan stop ik ermee en schrijf je gauw weer een brief. Jij hebt mij nog niet geschreven, dus ik weet dat je waarschijnlijk nog boos op me bent. Het spijt me, Christopher. Maar ik hou nog steeds van je.
full-dataset-jeroen_chunk646_split5| En ik zou het heel fijn vinden als jij een brief aan mij kon schrijven. Maar denk wel aan het nieuwe adres.
full-dataset-jeroen_chunk647_split0| Toen snapte ik er niks meer van. Want moeder had nooit als secretarissen gewerkt bij een bedrijf dat dingen van staal maakte. Moeder had als secretarissen bij een grote garage in het centrum van de stad gewerkt.
full-dataset-jeroen_chunk647_split1| Moeder gaat altijd bij ons gewoond.
full-dataset-jeroen_chunk648_split0| Er stond geen datum boven de brief, dus kon ik niet zien wanneer moeder die brief had geschreven. En ik vroeg me af of iemand anders de brief had geschreven, zo genaamd als moeder.
full-dataset-jeroen_chunk649| En toen ging de deur van mijn slaapkamer open en zei vader wat ben je aan het doen?
full-dataset-jeroen_chunk650| Ik lees een brief.
full-dataset-jeroen_chunk651| En hij zei ik ben klaar met boren. Het natuurprogramma met David Attenborough is op de buis als je wilt kijken. Ik zei oké. Toen ging hij weer naar beneden.
full-dataset-jeroen_chunk652| Ik keek naar de brief en dacht heel diep na. Het was een raadsel en ik kon het niet oplossen.
full-dataset-jeroen_chunk653| Misschien zat de brief in de verkeerde envelop en was hij geschreven voor dat moeder doodging.
full-dataset-jeroen_chunk654| Maar waarom schreef ze uit Londen? Ze was nooit langer weg geweest dan een week, toen ze naar haar nicht Ruth ging, die kanker had. Maar Ruth woonde in Manchester.
full-dataset-jeroen_chunk655| En toen dacht ik dat het misschien geen brief van moeder was. Het was misschien een brief aan iemand anders die ook Christopher heette. Van die Christopher zijn moeder.
full-dataset-jeroen_chunk656_split0| Dit was spannend. Toen ik mijn boek begon te schrijven, was er maar één raadsel dat ik moest oplossen. Nu waren er twee.
full-dataset-jeroen_chunk656_split1| Dan heb je veel minder kans dat je een verissing maakt. Ik besloot dat ik zou wachten tot vader weer weg was.
full-dataset-jeroen_chunk656_split2| Ik vouwde de brief op en verstopt hem onder mijn matras, zodat vader hem niet zou vinden en boos zou worden.
full-dataset-jeroen_chunk657_split0| 151. Heel veel dingen zijn een raadsel. Maar dat betekent niet dat er geen oplossing voor is. De wetenschap heeft de oplossing alleen nog niet gevonden.
full-dataset-jeroen_chunk657_split1| Maar toen hij onderaan de trap kwam, was de kelder leeg en er waren geen deuren. Toen hij het aan de mevrouw achter de kassa vertelde, zei ze dat hij Tuck heette en de geest was van een Grey Friar.
full-dataset-jeroen_chunk657_split2| En daarom heette het winkelcentrum Greyfriars Shopping Center. En ze waren aan hem gewend en helemaal niet bang. Uiteindelijk zullen wetenschappers iets ontdekken wat geesten verklaart.
full-dataset-jeroen_chunk657_split3| En het kan iets zijn met de hersenen van de mensen, of iets met het magnetisch veld van de aarde. Of het kan een totaal nieuwe kracht zijn. En dan zijn geesten geen raadsel meer.
full-dataset-jeroen_chunk657_split4| Maar soms is een raadsel geen raadsel. En hier komt een voorbeeld van een raadsel dat geen raadsel is. Wij hebben op school een vijver met kikkerzagin.
full-dataset-jeroen_chunk657_split5| En in sommige jaren zijn er een heleboel kikkers in de vijver en in andere jaren zijn er heel weinig.
full-dataset-jeroen_chunk657_split6| En als je naar de grafiek kijkt.
full-dataset-jeroen_chunk657_split7| Hier is een formule voor een dierenpopulatie. En nieuw is Labdhaar.
full-dataset-jeroen_chunk658| Dus haakjes 1, min en out.
full-dataset-jeroen_chunk659_split0| En in deze formule staat N voor de bevolkingstichtheid.
full-dataset-jeroen_chunk659_split1| maar ze houden zich alleen maar aan heel eenvoudige regels.
full-dataset-jeroen_chunk660_split0| 157. Het duurde zes dagen voordat ik vaderskamer weer in kon gaan om in de hemdedoos in de kast te kijken.
full-dataset-jeroen_chunk660_split1| Maar meneer Davies hield hem tegen. Jozef eet alles op. Eén keer gaat hij.
full-dataset-jeroen_chunk660_split2| Ook slaat hij op zijn kin en krijst hij veel. Tyrone zei dat er een paard en een big in de poep zaten, dus zei ik dat hij stom deed. Maar Silvan zei van niet.
full-dataset-jeroen_chunk660_split3| En Jozef had ze opgegeten. Dus zei ik dat ik de wc in de kleedkamer niet inging omdat er poep op de grond lag. En ik vond het onprettig als ik daaraan dacht. Ook al was meneer Ennissen het komerschoommaker.
full-dataset-jeroen_chunk660_split4| Dus zei Sioe Ban dat ik twee dagen de lerarenwc mocht gebruiken, maar niet langer. En daarna moest ik de kinderwc weer gebruiken. En dat spraken we af.
full-dataset-jeroen_chunk660_split5| Op de vijfde dag, dat was zondag, regent het heel hard. Ik vind het leuk als het hard regent. Het klinkt alsof er overal weer te ruis is. Wat net als de stilte is, maar niet leeg.
full-dataset-jeroen_chunk660_split6| En dit is ook een vergelijking, geen metafoor. En er was niemand op straat, want iedereen bleef binnen.
full-dataset-jeroen_chunk660_split7| En op maandagavond werd vader gebeld door een mevrouw met een ondergelopen kelder en moest hij de deur uit om het noodgeval op te lossen.
full-dataset-jeroen_chunk660_split8| En vader moet voor mij zorgen. Maar deze avond waren er twee noodgevallen. Dus zei vader dat ik me moest getragen en hem op zijn mobiele telefoon moest bellen als er iets was. En ging toen weg in zijn bestelwagen.
full-dataset-jeroen_chunk660_split9| Ik telde de brieven. Het waren er 43. Op allemaal stond mijn naam in hetzelfde handschrift. Ik pakte er een en maakte hem open. In de envelop zat deze brief.
full-dataset-jeroen_chunk660_split10| 25 NG. 3 mei. Lieve Christopher, we hebben eindelijk een nieuwe ijskast en een nieuw fornuis.
full-dataset-jeroen_chunk660_split11| Dat is waar mensen alles weggooien. Er staan enorme bakken voor drie verschillende kleuren flessen en karton, en motorolie en tuinafval en huishoudelijk afval en grotere spullen.
full-dataset-jeroen_chunk660_split12| Toen zijn we naar een mikker voor tweedehandsspullen gegaan en hebben we een nieuw vornuis en een nieuwe ijskast gekocht. Nu voelt het huis wat meer als ons huis.
full-dataset-jeroen_chunk660_split13| Weet je nog dat je er de hele dag mee speelde en dat je s'avonds weigende om naar bed te gaan omdat je er nog steeds mee aan het spelen was? En weet je nog dat we je over spoorboekjes vertelden en jij een spoorboekje maakte?
full-dataset-jeroen_chunk660_split14| En er was ook een houten stationnetje bij. En we lieten je zien hoe mensen die met de trein wilden naar het station gingen. En een kaartje kochten en dan in de trein stapten.
full-dataset-jeroen_chunk660_split15| En je speelde er wekenlang mee en we kochten nog meer treinen voor je en je wist waar ze allemaal heen gingen. Ik vond het heel fijn om daar weer aan te denken. Ik moet nu stoppen. Het is half vier is middags.
full-dataset-jeroen_chunk660_split16| En ik moet naar de co-op om ham voor Roger te kopen voor het eten vanavond. Ik doe deze brief op de bus op weg naar de winkel. Liefs, je mam.
full-dataset-jeroen_chunk660_split17| Flat 1, Lausanne Road 312, London North 58 BV. Lieve Christopher.
full-dataset-jeroen_chunk660_split18| Nu heb ik een heleboel tijd. Dus zit ik hier op de bank met deze brief en de radio aan en ga het proberen uit te leggen. Ik was niet zo'n goede moeder, Christopher.
full-dataset-jeroen_chunk660_split19| Maar zo is het nu eenmaal gegaan. Ik ben niet zoals je vader. Je vader heeft veel meer geduld dan ik. Hij doet gewoon wat gedaan moet worden en laat het niet merken als hij ergens niet tegen kan.
full-dataset-jeroen_chunk660_split20| Weet je toch die keer dat we samen in de stad gingen winkelen? Dat we bentels ingingen en dat het er heel druk was en we een kerst cadeautje voor oma moesten kopen. En jij was bang vanwege al die mensen in de winkel.
full-dataset-jeroen_chunk660_split21| En ik praat met Midden Lent, die op de keukenafdeling werkt en bij wie ik vroeger in de klas zat. En jij kroop op de grond in elkaar en hield je handen voor je oren en je zat iedereen in de weg.
full-dataset-jeroen_chunk660_split22| want ik houd niet van kerst in Copa doen. En ik zei dat je je moest gedragen, en ik probeerde je op te tillen en daar weg te krijgen. Maar jij schreeuwde en je stootte die mixers van de plank, en dat was een enorm kabel.
full-dataset-jeroen_chunk660_split23| En meneer Lent bleef heel aardig, maar er lagen dozen en scherven van kommen op de grond en iedereen staarde na ons.
full-dataset-jeroen_chunk660_split24| En toen kwam de bedrijfsleider en vroeg wat het probleem was en ik had het gewoon niet meer. En ik moest twee kapotte mixers betalen en we moesten gewoon wachten tot je ophield met gillen.
full-dataset-jeroen_chunk660_split25| En ik weet nog dat ik de hele avond heb gehuild en gehuild. En je vader was eerst heel lief en maakte eten voor je en bracht je naar bed. En zei dat zulke dingen gebeurden en dat het wel weer goed zo kwam. Maar ik zei...
full-dataset-jeroen_chunk660_split26| wat fout was. Maar ik was zo overstuur. We hadden veel van zulke ruzie's. Omdat ik vaak dacht dat ik er niet meer tegen kon. En je vader geeft heel veel geduld, maar ik niet. Ik word boos, ook al wil ik dat niet.
full-dataset-jeroen_chunk660_split27| En ik voelde me heel eenzaam. En toen begon ik veel met Roger om te gaan. Ik bedoel, natuurlijk waren we altijd al veel met Roger en Eileen omgegaan. Maar ik begon Roger alleen te ontmoeten omdat ik met hem kon praten.
full-dataset-jeroen_chunk660_split28| En als ik bij hem was voelde ik me niet eenzaam meer. En ik weet dat je hier misschien niet van snapt. Maar ik wilde proberen het uit te leggen zodat je het weet.
full-dataset-jeroen_chunk660_split29| En Rotje vertelde me dat hij en Aline niet meer verliefd op elkaar waren. En dat ze al heel lang niet meer verliefd op elkaar waren. Wat betekende dat hij zich ook eenzaam voelde. Dus hadden we een heleboel gemeen.
full-dataset-jeroen_chunk660_split30| dat we verliefd op elkaar waren. En hij stelde voor dat ik bij je vader wegging en dat we gingen samen wonen. Maar ik zei dat ik niet bij jou weg kon.
full-dataset-jeroen_chunk660_split31| En toen hadden wij die ruzie, weet je nog wel? Het ging over je avondeten. Ik had iets voor je gekookt en jij wou het niet opeten.
full-dataset-jeroen_chunk660_split32| En je begon te schreeuwen en ik werd boos en smeet het eten door de kamer. Wat ik niet had moeten doen, dat weet ik. En jij pakte het hakbord en smeet daarmee en het kwam op mijn voeten recht en brak mijn tenen.
full-dataset-jeroen_chunk660_split33| En na de hand kreeg ik thuis enorme ruzie met je vader. Hij nam het me kwalijk dat ik boos op jou was geworden. En hij zei dat ik je gewoon moest geven wat je wilde. Ook al was het maar een borstelaar of een abeienmilkshake.
full-dataset-jeroen_chunk660_split34| En hij zei dat jij er niets aan kon doen. En ik zei dat ik er ook niets aan kon doen en gewoon kwaad werd. En hij zei als hij zich kon beheersen kon ik dat verdomme toch ook wel. En zo ging het maar door.
full-dataset-jeroen_chunk660_split35| En je vader moet voor je zorgen. En ik weet nog dat ik naar jullie twee keek en jullie samen zag en dacht... hoe anders je met hem was. Veel rustiger. En jullie schreeuwden niet tegen elkaar.
full-dataset-jeroen_chunk660_split36| Want het was net of je mij eigenlijk helemaal niet nodig had. En ergens was dat nog erger dan dat wij de hele tijd ruigde. Want het was net of ik onzichtbaar was.
full-dataset-jeroen_chunk660_split37| dan hoefde hij maar voor één iemand te zorgen in plaats van twee. Toen zei Roger dat hij de bank om overplaatsing had gevraagd. Dat betekent dat hij vroeg of hij in Londen kon gaan werken en dat hij wegging.
full-dataset-jeroen_chunk660_split38| Ik heb er lang over nagedacht, Christopher, eerlijk waar. En ik vond het vreselijk. Maar uiteindelijk besloot ik dat het voor ons allemaal beter was als ik wegging.
full-dataset-jeroen_chunk661_split0| Ik had afscheid willen nemen. Ik wilde terugkomen om wat kleren op te halen als jij uit school gekomen was. En dan had ik willen uitleggen wat ik deed. En zeggen dat ik zo vaak als ik kon zou terugkomen om jou te zien.
full-dataset-jeroen_chunk661_split1| Maar toen ik je vader belde, zei hij dat ik niet terug mocht komen. Hij was heel kwaad.
full-dataset-jeroen_chunk662_split0| Ik wist niet wat ik moest doen. Hij zei dat ik egoïstisch was en dat ik nooit meer een voet in huis mocht zetten. Dus dat heb ik niet gedaan. Maar in plaats daarvan heb ik je deze brieven geschreven.
full-dataset-jeroen_chunk662_split1| Ik weet dat het heel moeilijk voor je zal zijn, maar ik hoop dat je het toch een klein beetje begrijpt, Christopher.
full-dataset-jeroen_chunk663| Ik dacht dat wat ik deed het beste voor ons allemaal was. Ik hoop dat dat zo is. En ik wil zeggen dat dit niet jouw schuld is.
full-dataset-jeroen_chunk664_split0| Ik droomde vroeger dat alles beter zou worden. Weet je nog dat jij altijd zei dat je astronaut wilde worden? Nou ik droomde vaak dat jij astronaut was en dat je op tv was.
full-dataset-jeroen_chunk664_split1| Ik vraag me af wat je nu wil worden. Nog steeds hetzelfde? Doe je nog steeds wiskunde? Ik hoop van wel. Schrijf me alsjeblieft eens Christopher. Of bel me eens op. Het nummer staat bovenaan de brief.
full-dataset-jeroen_chunk665_split0| Toen maakte ik de derde envelop open. Dit was de brief die erin zat. Vlatt 1, Lausanne Road 312, London North 8, 18 september.
full-dataset-jeroen_chunk665_split1| Nou, ik schreef dat ik je elke week zou schrijven en dat heb ik gedaan. Dit is zelfs de tweede brief deze week, dus ik doe het nog beter dan ik beloofde.
full-dataset-jeroen_chunk665_split2| Ik werk in Camden bij Perkin en Rashid, wat een beëderd taxateursbedrijf is. Dat betekent dat ze huizen bekijken en uitrekenen hoeveel ze moeten kosten.
full-dataset-jeroen_chunk665_split3| En ook rekenen ze uit hoeveel het kost om nieuwe huizen en kantoren en fabrieken te bouwen. Het is een mooi kantoor. De andere secretarissen is Angie.
full-dataset-jeroen_chunk665_split4| dus heb ik een foto van jou in een lijst op mijn bureau gezet.
full-dataset-jeroen_chunk666_split0| Maar ik weet niet hoe lang ik hier blijf. Ik moet een hoop getallen optellen voor als we rekeningen naar klanten sturen. En daar ben ik niet zo goed in. Jij zou het beter kunnen dan ik.
full-dataset-jeroen_chunk666_split1| Meneer Rashid komt uit Pakistan en is heel streng en wil altijd dat we sneller werken. En meneer Perkin is een griezel. Angie noemt hem meneer Viesperken.
full-dataset-jeroen_chunk666_split2| zodat zijn gezicht vlak naast het mijne is en ik zijn tandpasta ruik, waar ik de kriebels van krijg. En ik verdien ook niet zoveel. Dus zodra ik de kans krijg, ga ik op zoek naar iets beters.
full-dataset-jeroen_chunk666_split3| Want als jij hier kwam, zouden we erin kunnen gaan om te vliegeren. Of naar de vliegtuigen te kijken die op vliegveld Here Throw gaan landen. En ik weet dat je dat leuk zou vinden. Ik moet nu stoppen Christopher.
full-dataset-jeroen_chunk666_split4| Angie ligt thuis met griep, dus we kunnen niet samen gaan lunchen. Schrijf me alsjeblieft eens om te vertellen hoe het met je gaat en wat je op school doet. Ik hoop dat je het cadeautje hebt gekregen dat ik je heb gestuurd. Heb je hem al opgelost?
full-dataset-jeroen_chunk667| Hij zei dat jij een genie was als je het voor elkaar kreeg. Heel erg veel lief, je moeder.
full-dataset-jeroen_chunk668_split0| En dit was de vierde brief. Flat 1, Losandro 312, London, North 8. 23 augustus. Lieve Christopher.
full-dataset-jeroen_chunk668_split1| Ik moest naar de tandarts om twee kiezen te laten trekken. Misschien weet je niet meer toen we met jou naar de tandarts moesten. Je wilde niemand een hand in je mond laten steken, dus moesten we je wegmaken zodat de tandarts één van je tanden kon trekken.
full-dataset-jeroen_chunk668_split2| Ze gaven maar alleen een plaatselijke verdoving, zoals dat heet. Wat betekent dat je niks in je mond voelt. En dat is maar goed ook, want ze moesten het bot doorzagen om de kies te kunnen trekken. En het deed helemaal geen pijn.
full-dataset-jeroen_chunk668_split3| Maar toen ik thuis kwam begon de pijn terug te komen en moest ik twee dagen op de bank liggen en een heleboel pijnstil eens nemen. Toen las ik niet meer verder omdat ik me misselijk voelde. Moeder had geen hart aan wel haat.
full-dataset-jeroen_chunk668_split4| Moeder leefde gewoon de hele tijd nog. En vader had hierover gelogen. Ik probeerde heel diep na te denken of er een andere verklaring was, maar ik kon er geen bedenken.
full-dataset-jeroen_chunk668_split5| Ik voelde me duizelig. Het was of de kamer van de ene kant naar de andere zwaaide, of hij boven in een heel hoog gebouw was en het gebouw heen en weer zwaaide in een harde wind. Dit is ook een vergelijking.
full-dataset-jeroen_chunk668_split6| Ik rolde op het bed en kroop en elkaar tot een balletje. Mijn buik deed zeer. Ik weet niet wat er daarna gebeurde, want daar zit een gat in mijn geheugen. Alsof er een stukje band is geweest.
full-dataset-jeroen_chunk668_split7| En ik had gekotst, want op het hele bed en op mijn handen en armen en gezicht zat kots. Maar daarvoor hoorde ik vader uit huis binnenkomen en mijn naam roepen, en daardoor weet ik dat er een hoop tijd was verstreken.
full-dataset-jeroen_chunk669_split0| en ik zag mijn naam geschreven terwijl hij die zei. Vaak zie ik wat iemand zegt geschreven staan als op een computerscherm, vooral als het iemand in een andere kamer is.
full-dataset-jeroen_chunk669_split1| en het was in het handschrift van mijn moeder, met rondjes op de letter i. En toen hoorde ik vader de trap opkomen en de kamer inlopen. Hij zei...
full-dataset-jeroen_chunk670_split0| en ik wist dat hij in de kamer was. Maar zijn stem klonk heel zwak en ver weg, zoals stemmen soms klinken als ik kreun en geen mensen in de buurt wil hebben.
full-dataset-jeroen_chunk670_split1| Dat is het.
full-dataset-jeroen_chunk671| Toen zei hij een tijdje niets. Toen legde hij zijn hand op mijn schouder en draaide me op mijn zij en zei... Oh jezus...
full-dataset-jeroen_chunk672| maar hij deed geen zeer toen hij me aanraakte zoals normaal. Ik zag dat hij me aanraakte alsof ik naar een film keek van wat er in de kamer gebeurde. Maar ik voelde zijn hand amper.
full-dataset-jeroen_chunk673| Het was net of de wind tegen me aanblies.
full-dataset-jeroen_chunk674| En toen zweer hij weer een tijdje.
full-dataset-jeroen_chunk675| Toen zei hij... Het spijt me Christopher, het spijt me verreselijk.
full-dataset-jeroen_chunk676| En toen merkte ik dat ik had gekotst. En ik voelde iets nat over mijn hele lichaam en ik rook het. Zoals wanneer iemand op school heeft gekotst. Toen zei hij, je hebt de brieven gelezen.
full-dataset-jeroen_chunk677_split0| Toen hoorde ik dat hij huilde omdat zijn adem helemaal bubbelend en nat klonk. Zoals wanneer iemand verkouden is en een heleboel snot in zijn neus heeft. Toen zei hij... Ik heb het om jou gedaan Christopher. Eerlijk waar.
full-dataset-jeroen_chunk677_split1| Ik dacht alleen dat je het beter niet kon weten. Ik wilde niet.
full-dataset-jeroen_chunk678| Toen zweeg hij weer. Toen zei hij, het ging per ongeluk. En toen zei hij, hij weer.
full-dataset-jeroen_chunk679_split0| En toen zei hij, ik wist niet wat ik zeggen moest. Ik was zo verstuurd. Ze had een briefje achtergelaten. En toen belde ze en ik... Ik zei dat ze niet ziek genoeg is lachen, maar...
full-dataset-jeroen_chunk679_split1| Het was zo ingewikkeld, zo moeilijk. Ik zei dat ze in het ziekenhuis lag. En ik wist dat het niet waar was, maar toen...
full-dataset-jeroen_chunk679_split2| Toen zegt hij heel lang.
full-dataset-jeroen_chunk680| Je moet er zorgen dat je schoon wordt.
full-dataset-jeroen_chunk681_split0| Mij schudde een beetje aan mijn schouder, maar ik bleef liggen. En dan zei ik, Christopher, ik ga naar de badkamer en ik maak een warm bad voor je klaar. Dan kom ik terug en neem ik je mee naar de badkamer.
full-dataset-jeroen_chunk682_split0| dan kan ik de lakens in de wasmachine doen. Toen hoorde ik hem opstaan in de badkamer lopen en de kranen openzetten. Ik luisterde naar het water dat er wat in liep. Hij bleef een tijdje weg. Toen kwam hij terug.
full-dataset-jeroen_chunk682_split1| We gaan dit heel voorzichtig doen, Christopher.
full-dataset-jeroen_chunk683| Ik moet je wel aanraken, maar het komt goed.
full-dataset-jeroen_chunk684| toen tildde die me op en liep me op de rand van het bed zitten.
full-dataset-jeroen_chunk685_split0| Hij trok mijn trui en mijn hemd uit en legde die op bed. Toen liet hij me opstaan en naar de badkamer lopen. En ik gilde niet, ik vocht niet.
full-dataset-jeroen_chunk686| 163
full-dataset-jeroen_chunk687_split0| Toen ik klein was en voor het eerst naar school ging, heette mijn juf Julie, omdat Sioban toen nog niet op de school werkte. Zij begon pas op de school toen ik twaalf was.
full-dataset-jeroen_chunk687_split1| En ik zei, Smarties. Toen haalden ze de dop van het buisje en hielden het onderste boven. En er kwam een rood potloodje uit en ze lachten. En ik zei,
full-dataset-jeroen_chunk688_split0| Toen stopten ze het rode potloodje terug in het smartiesbuisje en deden de dokter weer op. Toen zei ze, als je mami nu binnenkwam en we vroegen haar wat er in het smartiesbuisje zat, wat denk je dan dat ze zou zeggen?
full-dataset-jeroen_chunk689| En ik zei een potlood.
full-dataset-jeroen_chunk690_split0| Dat kwam omdat ik toen ik klein was niet begreep dat andere mensen een geest hebben. En Julie zei tegen vader en moeder dat ik dit altijd heel moeilijk zou blijven vinden. Maar ik vind het nu niet meer moeilijk.
full-dataset-jeroen_chunk690_split1| En als iets een puzzel is, is er altijd een manier om hem op te lossen. Het is net als met computers.
full-dataset-jeroen_chunk690_split2| en wijn, en hoe het in Italië is, en kunnen ze zelfs moppen vertellen. Maar de geest is gewoon een ingewikkelde machine.
full-dataset-jeroen_chunk690_split3| Wij kijken naar een scherm in ons hoofd, als een computerscherm.
full-dataset-jeroen_chunk691_split0| En in dit experiment stop je je hoofd in een klem en kijk je naar een bladzijdetext op een scherm. En het ziet er uit als een normale bladzijdetext en dan verandert niets.
full-dataset-jeroen_chunk691_split1| En dat komt zo, als je blik van het ene punt naar het andere springt, zie je helemaal niets en ben je blind. En die sprongetjes heten saccaden, want...
full-dataset-jeroen_chunk692_split0| Maar je merkt niet dat je blind bent gedurende een saccade, omdat je hersenen het scherm in je hoofd vullen zodat het lijkt alsof je uit twee raampjes in je hoofd kijkt.
full-dataset-jeroen_chunk693_split0| En mensen zijn anders dan dieren omdat ze plaatjes op het scherm in hun hoofd kunnen hebben van dingen waar ze niet naar kijken. Ze kunnen plaatjes hebben van iemand in een andere kamer.
full-dataset-jeroen_chunk693_split1| Of ze kunnen een plaatje hebben van zichzelf als astronaut. Of ze kunnen plaatjes hebben van hele grote getallen. Of ze kunnen plaatjes hebben van een gedachtegang als ze iets proberen te beredeneren.
full-dataset-jeroen_chunk694_split0| Maar als een mens een operatie krijgt, heeft hij een plaatje in zijn hoofd van pijn die maanden en maanden duurt. En hij heeft een plaatje van alle hechtingen in zijn been en het gebroken bot en de pinnen, en een plaatje van de pijn die hij heeft in zijn hoofd.
full-dataset-jeroen_chunk695_split0| En daarom denken mensen dat computers geen geest hebben en dat hun hersenen bijzonder zijn. En anders dan computers.
full-dataset-jeroen_chunk695_split1| Kapitein Jean-Luc Picard in Star Trek, The Next Generation, die in zijn stoel zit en naar een groot scherm kijkt. En ze denken dat deze iemand hun bijzondere menselijke geest is.
full-dataset-jeroen_chunk695_split2| dat mens je betekent. En ze denken dat computers deze homonculus niet hebben. Maar deze homonculus is ook maar gewoon een plaatje op het scherm in iemands hoofd.
full-dataset-jeroen_chunk695_split3| kijkt er een ander deel van de hersenen naar het scherm. En als die persoon aan dat deel van de hersenen denkt, het deel dat naar de homonclus op het scherm kijkt,
